claim_ID,insured_amount,claim_amount,coverage_type,months_since_policy_start,province,claim_hour,previous_claim_count,sales_channel,customer_seniority_years,risk_zone
9163,2336000,218000,Theft,36,Cordoba,0,2,Broker,2.4,Low
9164,2534000,279000,Theft,16,Mendoza,5,1,Branch,14.1,Medium
9165,2469000,521000,Glass,2,Cordoba,23,2,Branch,1.5,Low
9166,1968000,430000,Fire,52,Buenos Aires,6,0,Call Center,14.9,Low
9167,1373000,213000,Theft,25,Cordoba,8,1,Broker,0.7,Medium
9168,1501000,327000,Fire,0,Santa Fe,3,1,Online,2.7,Low
9169,2136000,310000,Theft,0,Santa Fe,5,4,Branch,3.2,Medium
9170,2171000,286000,Fire,2,CABA,22,0,Call Center,5.7,Medium
9171,1451000,200000,Theft,41,Cordoba,14,1,Call Center,4.5,Low
9172,2022000,345000,Theft,15,Mendoza,20,2,Online,11.2,Low
9173,2316000,385000,Fire,9,Cordoba,6,2,Call Center,3.5,Medium
9174,1424000,217000,Fire,6,Cordoba,10,1,Branch,3,Low
9175,2552000,496000,Theft,16,Cordoba,18,0,Broker,0.7,Low
9176,1811000,452000,Glass,2,Mendoza,19,1,Online,0.4,High
9177,2629000,355000,Theft,23,CABA,7,3,Branch,1,Medium
9178,1733000,177000,Fire,11,Cordoba,9,0,Online,1.1,Medium
9179,1487000,340000,Fire,46,CABA,1,1,Branch,9.1,Medium
9180,1771000,328000,Glass,33,Mendoza,5,1,Online,4.1,Medium
9181,1952000,351000,Theft,0,CABA,7,1,Online,10,Medium
9182,1806000,459000,Fire,4,CABA,12,4,Call Center,11.6,Medium
9183,1892000,282000,Liability,15,Buenos Aires,6,0,Call Center,0.5,High
9184,2167000,505000,Fire,25,Cordoba,10,1,Branch,3.4,Low
9185,1914000,341000,Fire,30,CABA,15,0,Online,2.8,High
9186,1967000,271000,Fire,40,Cordoba,22,1,Call Center,2.9,Medium
9187,1145000,540000,Fire,1,Buenos Aires,7,4,Call Center,4.8,Low
9188,2196000,383000,Liability,0,Buenos Aires,10,1,Branch,22.3,Medium
9189,1955000,255000,Theft,22,CABA,17,2,Branch,0,High
9190,2805000,308000,Liability,30,CABA,23,1,Call Center,9.1,Low
9191,1530000,364000,Theft,37,Buenos Aires,4,1,Branch,7.8,Medium
9192,1096000,285000,Theft,4,Santa Fe,7,2,Branch,5.5,Medium
9193,2309000,313000,Theft,83,CABA,23,1,Call Center,0.2,Medium
9194,2173000,218000,Theft,6,Santa Fe,7,0,Call Center,6.2,Low
9195,1496000,131000,Fire,6,Mendoza,17,1,Broker,1.5,Medium
9196,1235000,311000,Liability,4,Mendoza,8,4,Call Center,2.3,Medium
9197,2769000,314000,Flood,1,Mendoza,4,3,Call Center,7.3,High
9198,2707000,353000,Theft,39,CABA,16,2,Branch,0.6,Low
9199,756000,242000,Theft,0,CABA,6,2,Call Center,2.1,Medium
9200,1771000,166000,Fire,14,Mendoza,2,2,Online,0.2,Medium
9201,2832000,203000,Glass,2,Santa Fe,22,1,Online,0.1,High
9202,1762000,406000,Flood,1,CABA,9,1,Call Center,8.9,Low
9203,1755000,233000,Glass,65,CABA,16,2,Branch,15.1,High
9204,1859000,256000,Fire,41,Cordoba,20,0,Call Center,1.5,High
9205,1440000,269000,Flood,12,Cordoba,9,1,Broker,5.1,Medium
9206,1148000,238000,Fire,14,Cordoba,14,3,Online,17.2,Medium
9207,2526000,231000,Theft,48,Buenos Aires,22,1,Broker,4.1,Medium
9208,1079000,213000,Theft,38,CABA,5,1,Branch,8,Low
9209,2124000,440000,Glass,28,Mendoza,9,0,Online,3.6,Medium
9210,2443000,368000,Glass,18,Buenos Aires,19,0,Call Center,4.4,Medium
9211,1274000,425000,Glass,22,Buenos Aires,5,2,Broker,3.9,Low
9212,1538000,445000,Glass,11,Buenos Aires,7,0,Branch,12.5,Low
9213,2607000,65000,Theft,18,Mendoza,5,0,Branch,8.3,Medium
9214,2266000,334000,Glass,18,Buenos Aires,16,0,Call Center,7.6,Medium
9215,1691000,241000,Fire,48,Cordoba,18,1,Call Center,0.7,Medium
9216,2601000,412000,Theft,5,Buenos Aires,18,1,Broker,2.2,Medium
9217,2603000,226000,Fire,6,Santa Fe,1,1,Broker,13.2,High
9218,2135000,195000,Flood,5,Cordoba,11,2,Call Center,1.4,Medium
9219,1550000,157000,Flood,20,CABA,22,3,Call Center,10.7,High
9220,1793000,270000,Fire,28,CABA,20,1,Branch,5.1,High
9221,2143000,391000,Theft,6,Cordoba,10,0,Broker,4.6,Low
9222,1906000,326000,Theft,27,CABA,11,2,Call Center,0.8,Low
9223,2469000,180000,Theft,23,Mendoza,12,2,Online,11.7,High
9224,1235000,515000,Theft,9,Mendoza,0,2,Broker,2.9,High
9225,1253000,365000,Fire,6,Buenos Aires,2,2,Online,0,Medium
9226,2090000,378000,Fire,51,Santa Fe,18,1,Broker,0.1,Low
9227,1754000,429000,Liability,20,Buenos Aires,20,1,Call Center,0.5,Low
9228,1686000,136000,Fire,29,Santa Fe,22,2,Broker,10.5,Low
9229,1116000,209000,Liability,62,CABA,19,3,Broker,3.5,Low
9230,2010000,382000,Theft,5,Cordoba,5,0,Call Center,2.9,Medium
9231,1974000,219000,Glass,10,Buenos Aires,4,3,Call Center,31,Low
9232,2327000,272000,Liability,13,Mendoza,1,1,Broker,0.3,Medium
9233,2034000,292000,Liability,6,Buenos Aires,5,0,Broker,1.8,Medium
9234,1934000,172000,Fire,44,Mendoza,23,2,Branch,1.6,Low
9235,2589000,264000,Fire,2,Cordoba,15,2,Online,2.7,Low
9236,1344000,391000,Flood,6,Cordoba,20,2,Broker,2.7,Medium
9237,2268000,373000,Theft,5,Cordoba,15,0,Call Center,8.7,Medium
9238,1164000,411000,Theft,73,Buenos Aires,6,1,Broker,2,Medium
9239,1581000,401000,Glass,23,Mendoza,2,2,Broker,0.3,High
9240,1394000,341000,Fire,30,CABA,18,2,Online,4.5,Low
9241,2391000,333000,Theft,2,Santa Fe,7,3,Branch,8.8,Medium
9242,1967000,325000,Fire,5,Cordoba,2,2,Branch,1.6,Medium
9243,1993000,237000,Theft,39,CABA,13,2,Branch,0.4,Medium
9244,1447000,197000,Fire,20,Buenos Aires,20,1,Broker,0.7,Medium
9245,1850000,231000,Fire,1,Santa Fe,23,2,Call Center,13.8,Medium
9246,1618000,267000,Theft,20,CABA,3,2,Branch,3.8,Medium
9247,2192000,234000,Glass,15,CABA,5,1,Broker,2.8,Low
9248,1504000,341000,Flood,4,Cordoba,4,1,Broker,1,Low
9249,2665000,320000,Liability,21,CABA,21,4,Branch,1.4,Medium
9250,1162000,331000,Theft,4,CABA,1,0,Broker,10.6,Medium
9251,1597000,335000,Glass,40,Santa Fe,12,2,Broker,7,Low
9252,2839000,420000,Theft,23,Santa Fe,2,2,Call Center,0.3,Medium
9253,1782000,299000,Theft,49,Buenos Aires,18,1,Online,4.1,Low
9254,1343000,401000,Fire,13,Cordoba,4,2,Broker,3.1,Medium
9255,2110000,352000,Glass,17,Cordoba,0,5,Call Center,7.5,Medium
9256,1762000,413000,Theft,34,CABA,21,1,Online,3.4,Medium
9257,1582000,461000,Flood,18,Cordoba,21,0,Broker,0.3,High
9258,1452000,358000,Glass,20,Cordoba,17,1,Broker,2.7,Medium
9259,3384000,310000,Theft,19,Mendoza,4,1,Branch,14,Medium
9260,1874000,310000,Liability,16,CABA,7,2,Online,7.2,Medium
9261,1037000,253000,Theft,39,Mendoza,8,1,Online,15.1,Medium
9262,2747000,250000,Fire,15,Buenos Aires,11,2,Broker,2.3,High
9263,2306000,390000,Theft,55,Santa Fe,18,3,Call Center,0.4,Medium
9264,1617000,204000,Glass,39,Cordoba,10,1,Broker,5.4,Low
9265,1533000,461000,Glass,28,Cordoba,1,2,Branch,5.7,High
9266,2337000,285000,Liability,54,Mendoza,15,2,Broker,13.5,Medium
9267,1877000,586000,Theft,18,Cordoba,17,2,Broker,9.5,Low
9268,1037000,231000,Fire,41,Santa Fe,1,3,Online,7.4,Medium
9269,2894000,325000,Theft,6,CABA,11,4,Broker,12.5,High
9270,1783000,265000,Flood,1,Mendoza,11,0,Online,3.9,Low
9271,2748000,221000,Liability,27,Cordoba,8,2,Online,8.8,Medium
9272,2639000,406000,Liability,8,Santa Fe,13,0,Call Center,0.9,Low
9273,1499000,189000,Glass,24,Cordoba,4,1,Online,1.5,Medium
9274,2517000,232000,Liability,1,Cordoba,21,2,Online,12.2,Medium
9275,1674000,359000,Liability,74,CABA,10,1,Call Center,0.6,Medium
9276,1067000,374000,Theft,17,Mendoza,10,2,Call Center,2.9,Low
9277,1788000,161000,Theft,0,Mendoza,11,0,Online,5.6,Medium
9278,2199000,358000,Glass,15,Santa Fe,19,0,Broker,5.6,Medium
9279,1769000,313000,Theft,37,Mendoza,18,3,Call Center,2.3,Low
9280,1846000,208000,Glass,48,Buenos Aires,15,5,Online,10.3,Medium
9281,2572000,221000,Glass,14,CABA,9,1,Broker,6.3,Medium
9282,2053000,97000,Glass,3,Cordoba,3,1,Online,2.1,Medium
9283,1578000,472000,Fire,56,Mendoza,6,1,Online,1.2,Medium
9284,2351000,402000,Fire,95,Buenos Aires,10,0,Broker,14.5,Medium
9285,2099000,171000,Theft,1,Mendoza,13,0,Call Center,1.7,Medium
9286,739000,380000,Glass,1,Cordoba,22,3,Branch,5.8,Medium
9287,2214000,243000,Glass,20,Mendoza,14,2,Online,1.3,Medium
9288,2196000,391000,Fire,18,Cordoba,13,5,Online,6.7,Medium
9289,2010000,250000,Theft,21,Santa Fe,1,0,Branch,5.1,Low
9290,2446000,264000,Glass,9,Mendoza,16,1,Online,0.7,Medium
9291,1664000,271000,Fire,1,CABA,4,1,Call Center,0.6,Low
9292,2168000,234000,Flood,20,Cordoba,16,3,Broker,4.6,Low
9293,1217000,440000,Theft,3,CABA,2,0,Online,0.7,Medium
9294,2204000,390000,Flood,10,Santa Fe,15,6,Online,2.9,High
9295,2977000,311000,Theft,20,CABA,7,1,Online,3.6,High
9296,1503000,402000,Theft,5,CABA,10,3,Online,9.7,High
9297,1620000,137000,Theft,18,Santa Fe,16,1,Online,0.1,Low
9298,1645000,177000,Glass,30,Mendoza,20,2,Online,1.8,High
9299,2065000,347000,Theft,1,Santa Fe,0,2,Online,7.6,Low
9300,1468000,374000,Liability,23,Buenos Aires,5,2,Broker,16.9,Low
9301,2211000,328000,Theft,17,Cordoba,18,0,Online,8.5,Medium
9302,2423000,112000,Flood,2,Cordoba,17,1,Branch,0.3,Medium
9303,2267000,194000,Fire,29,Mendoza,23,1,Call Center,1.9,Medium
9304,1116000,342000,Theft,8,Santa Fe,18,1,Online,2,Low
9305,2498000,543000,Fire,4,Cordoba,2,0,Call Center,1.9,Medium
9306,2469000,422000,Liability,7,Cordoba,3,4,Broker,3.7,Medium
9307,2415000,458000,Theft,18,CABA,9,1,Online,11.3,Medium
9308,2186000,334000,Fire,20,Santa Fe,3,1,Online,4.2,Medium
9309,2110000,333000,Glass,4,CABA,14,2,Broker,5.5,High
9310,2516000,197000,Theft,66,Buenos Aires,20,2,Broker,0.5,Medium
9311,2962000,395000,Theft,9,Buenos Aires,19,1,Branch,1.7,Medium
9312,1523000,293000,Theft,7,Buenos Aires,0,3,Broker,0.2,Low
9313,2539000,369000,Theft,4,Mendoza,0,2,Online,3.4,Medium
9314,1957000,303000,Fire,3,Santa Fe,7,1,Call Center,12.7,High
9315,1935000,328000,Glass,96,Mendoza,21,1,Call Center,0.1,Medium
9316,1232000,291000,Theft,26,Buenos Aires,4,2,Online,2.2,Medium
9317,1858000,322000,Liability,37,Mendoza,16,0,Online,0.5,High
9318,1501000,400000,Fire,12,Cordoba,8,2,Call Center,13.9,Medium
9319,1768000,173000,Theft,12,Mendoza,20,1,Online,4.4,Medium
9320,1451000,151000,Flood,104,Santa Fe,18,2,Branch,6.9,Low
9321,1776000,343000,Theft,5,CABA,12,2,Call Center,15.4,High
9322,1797000,444000,Fire,9,Santa Fe,7,0,Branch,1.9,Medium
9323,2048000,469000,Fire,5,CABA,13,2,Broker,1.4,Medium
9324,1193000,178000,Glass,7,Mendoza,14,2,Branch,6.6,Medium
9325,1277000,260000,Fire,26,Mendoza,20,0,Branch,2,Medium
9326,2181000,152000,Flood,8,Santa Fe,14,2,Online,2.2,Medium
9327,1601000,245000,Fire,50,CABA,15,1,Call Center,5.9,Medium
9328,2537000,412000,Theft,1,Buenos Aires,1,1,Branch,5.8,High
9329,2113000,299000,Theft,10,Buenos Aires,23,0,Online,4.9,Medium
9330,2303000,263000,Fire,47,Mendoza,11,1,Broker,4.5,High
9331,2705000,355000,Theft,23,Mendoza,20,3,Broker,0.9,Medium
9332,1845000,220000,Liability,35,Cordoba,9,2,Online,7,High
9333,1713000,459000,Liability,9,Mendoza,22,0,Online,2,Low
9334,2436000,301000,Theft,11,Mendoza,0,1,Call Center,1.3,Low
9335,2255000,260000,Glass,52,Cordoba,11,1,Broker,4.4,Medium
9336,1906000,359000,Glass,33,Cordoba,6,2,Online,1,Medium
9337,2696000,394000,Fire,11,Santa Fe,13,1,Online,5.3,Low
9338,1894000,460000,Theft,5,Mendoza,13,1,Branch,6.7,High
9339,2016000,279000,Fire,2,Buenos Aires,14,1,Call Center,4.9,Low
9340,2011000,409000,Fire,47,Mendoza,20,1,Broker,2.8,Medium
9341,1533000,310000,Liability,28,Mendoza,3,0,Call Center,0.9,Low
9342,2039000,239000,Theft,22,CABA,4,3,Branch,5.1,Medium
9343,2698000,222000,Liability,35,CABA,4,1,Online,1,Low
9344,2222000,190000,Liability,59,Santa Fe,0,1,Broker,4.5,High
9345,2016000,226000,Fire,34,Buenos Aires,7,1,Broker,2,High
9346,1919000,412000,Theft,13,CABA,21,1,Broker,5.4,Medium
9347,2165000,371000,Liability,4,Buenos Aires,8,0,Branch,10.5,High
9348,2375000,176000,Fire,30,Cordoba,15,1,Call Center,2.8,Low
9349,2305000,125000,Glass,6,Mendoza,11,2,Online,3.3,Medium
9350,1834000,189000,Theft,36,Santa Fe,0,1,Branch,2.5,Medium
9351,2162000,222000,Liability,9,Buenos Aires,9,1,Broker,4.5,Medium
9352,2240000,270000,Flood,4,CABA,12,2,Broker,3.2,High
9353,1496000,417000,Theft,7,Mendoza,20,1,Online,0.5,Medium
9354,2084000,245000,Fire,7,Mendoza,4,2,Branch,0.3,Medium
9355,919000,468000,Fire,11,Mendoza,11,3,Broker,8.7,Medium
9356,2241000,132000,Fire,7,Santa Fe,10,1,Online,11.4,High
9357,2330000,265000,Glass,6,Cordoba,23,2,Online,8.1,Low
9358,2374000,379000,Fire,11,Mendoza,5,1,Online,0.7,High
9359,1802000,385000,Fire,48,Mendoza,17,0,Call Center,15.7,Medium
9360,2155000,266000,Liability,1,Mendoza,21,1,Call Center,5.1,Low
9361,2712000,400000,Theft,8,Cordoba,2,3,Broker,1.2,Low
9362,2707000,381000,Liability,19,CABA,9,1,Broker,0.7,Low
9363,1985000,232000,Theft,49,Buenos Aires,4,2,Online,7,Medium
9364,2070000,331000,Theft,8,Mendoza,11,2,Branch,1.7,Low
9365,2555000,370000,Theft,10,Mendoza,21,2,Branch,4.3,Medium
9366,1250000,239000,Theft,38,CABA,2,1,Branch,1.4,Medium
9367,1838000,469000,Glass,11,Cordoba,16,1,Call Center,0.4,Low
9368,2668000,216000,Fire,45,Cordoba,6,0,Branch,2.6,Low
9369,2488000,314000,Fire,14,Buenos Aires,11,0,Online,6.7,Medium
9370,2185000,175000,Theft,20,Cordoba,14,3,Branch,6.4,Low
9371,1247000,310000,Fire,19,Cordoba,10,1,Call Center,1,Medium
9372,1975000,193000,Liability,3,CABA,0,1,Online,1.5,Medium
9373,1705000,271000,Theft,10,CABA,4,3,Broker,2.8,Medium
9374,2166000,141000,Fire,6,CABA,22,2,Call Center,7.8,Medium
9375,1595000,380000,Theft,27,Buenos Aires,13,3,Branch,5.8,High
9376,1487000,336000,Fire,65,Cordoba,19,2,Branch,6.5,High
9377,968000,409000,Fire,5,CABA,18,0,Branch,2.3,Low
9378,2611000,265000,Liability,2,Santa Fe,7,1,Online,9.7,Medium
9379,1800000,413000,Glass,16,Mendoza,12,2,Call Center,8.8,Medium
9380,2079000,304000,Theft,11,Santa Fe,13,0,Branch,0.9,High
9381,1999000,311000,Theft,0,Buenos Aires,9,1,Branch,2.3,Medium
9382,1466000,511000,Glass,61,Cordoba,12,2,Call Center,6.9,High
9383,1370000,252000,Fire,67,Cordoba,23,2,Online,4.8,Low
9384,1497000,423000,Theft,45,Mendoza,10,2,Branch,7,High
9385,1638000,348000,Theft,7,Buenos Aires,20,1,Branch,5.1,Medium
9386,2183000,243000,Liability,3,Buenos Aires,10,3,Online,2.3,High
9387,1602000,168000,Fire,21,Santa Fe,2,0,Online,1,Low
9388,2873000,197000,Theft,7,Buenos Aires,6,2,Call Center,3.5,Medium
9389,2514000,413000,Liability,5,Cordoba,18,1,Branch,2.3,Low
9390,2404000,473000,Theft,24,Cordoba,12,2,Online,0.8,Medium
9391,1940000,309000,Liability,33,Cordoba,14,2,Online,2.6,High
9392,2757000,314000,Liability,17,Cordoba,5,2,Broker,4.4,Low
9393,1891000,378000,Theft,9,Santa Fe,14,0,Branch,6.3,High
9394,1984000,307000,Fire,17,Cordoba,4,1,Call Center,1.2,High
9395,2085000,410000,Fire,21,Cordoba,9,4,Call Center,8.2,Medium
9396,2351000,329000,Glass,1,Mendoza,1,5,Broker,2,Low
9397,2318000,314000,Liability,14,Santa Fe,22,0,Broker,1.5,Low
9398,1762000,230000,Glass,21,Santa Fe,22,0,Branch,2,Low
9399,1734000,205000,Flood,3,Buenos Aires,22,1,Branch,6.8,High
9400,2320000,-16000,Glass,14,Buenos Aires,20,1,Call Center,5.2,Medium
9401,2358000,423000,Liability,10,CABA,23,4,Call Center,3.6,High
9402,1803000,285000,Liability,48,Cordoba,19,0,Online,2.4,High
9403,1206000,260000,Fire,16,Cordoba,4,0,Broker,8,High
9404,1896000,105000,Flood,13,Mendoza,10,1,Broker,0.4,High
9405,2312000,236000,Theft,6,Santa Fe,13,1,Call Center,0.8,Medium
9406,2903000,223000,Fire,75,Santa Fe,1,3,Branch,0.3,Medium
9407,1401000,221000,Fire,77,Mendoza,10,0,Online,2.1,High
9408,1787000,333000,Glass,10,Santa Fe,8,3,Broker,7.5,High
9409,1805000,312000,Fire,63,Mendoza,9,0,Branch,20,High
9410,2678000,164000,Fire,23,Cordoba,4,0,Call Center,10.9,Medium
9411,1983000,170000,Theft,36,Cordoba,4,3,Call Center,1.7,Medium
9412,1546000,170000,Glass,2,Mendoza,16,2,Branch,5.7,Medium
9413,2279000,481000,Theft,0,Cordoba,19,0,Call Center,2,High
9414,1798000,449000,Glass,17,Buenos Aires,21,2,Broker,1.2,Medium
9415,1388000,215000,Glass,1,Buenos Aires,9,1,Broker,0.2,Low
9416,1554000,102000,Glass,53,CABA,5,1,Broker,1.9,Medium
9417,2867000,313000,Liability,41,Mendoza,15,4,Broker,1.3,Medium
9418,2192000,305000,Liability,30,Santa Fe,11,1,Branch,0.6,Low
9419,2054000,332000,Fire,0,Santa Fe,7,0,Online,26.9,Medium
9420,1875000,374000,Fire,14,CABA,17,3,Online,0.2,Medium
9421,2146000,345000,Theft,1,Buenos Aires,3,4,Broker,5.6,Medium
9422,2140000,188000,Fire,63,Mendoza,1,1,Branch,4.2,Medium
9423,2146000,329000,Theft,22,CABA,0,1,Call Center,1.8,Medium
9424,2057000,385000,Fire,4,Buenos Aires,10,1,Call Center,5.7,High
9425,2434000,228000,Fire,19,Mendoza,1,2,Call Center,4.2,Low
9426,2012000,330000,Glass,3,Cordoba,7,0,Broker,3.8,Medium
9427,1511000,245000,Liability,3,Buenos Aires,13,2,Online,15.9,Medium
9428,1694000,500000,Liability,2,Mendoza,12,1,Call Center,3.6,High
9429,1010000,167000,Theft,49,Buenos Aires,9,1,Online,8.6,Low
9430,3013000,416000,Theft,18,Buenos Aires,23,0,Branch,3.7,Medium
9431,2431000,133000,Theft,9,CABA,12,2,Online,9.8,Low
9432,1585000,479000,Theft,0,Cordoba,7,1,Broker,1.4,High
9433,1859000,186000,Liability,15,Mendoza,1,0,Branch,6,Medium
9434,1682000,319000,Fire,17,Buenos Aires,13,3,Broker,0.8,Medium
9435,2771000,137000,Fire,9,Santa Fe,16,3,Call Center,4,High
9436,1290000,165000,Theft,15,Cordoba,17,1,Branch,12.4,Medium
9437,2057000,390000,Theft,2,Buenos Aires,7,1,Broker,0.2,High
9438,1946000,403000,Glass,61,Santa Fe,4,2,Broker,1.4,Medium
9439,2413000,324000,Glass,7,CABA,20,0,Broker,22.9,Medium
9440,1948000,374000,Theft,71,Mendoza,14,2,Branch,16.5,Medium
9441,1121000,404000,Theft,16,Cordoba,15,2,Branch,1.1,Low
9442,1874000,232000,Flood,46,Cordoba,22,0,Call Center,2.1,Medium
9443,1514000,160000,Glass,20,Mendoza,15,3,Online,23.5,Low
9444,2040000,299000,Fire,44,Buenos Aires,0,1,Call Center,4.9,Medium
9445,2717000,242000,Fire,0,Mendoza,16,2,Call Center,1.4,Medium
9446,1130000,339000,Fire,4,Mendoza,7,1,Online,5.5,Low
9447,1600000,355000,Liability,10,Cordoba,9,0,Broker,4.1,Low
9448,1724000,232000,Theft,8,Buenos Aires,21,3,Call Center,5.8,Medium
9449,1809000,370000,Theft,70,Mendoza,18,0,Online,3.8,Medium
9450,2370000,365000,Glass,12,Buenos Aires,18,2,Online,16.4,Medium
9451,1913000,372000,Glass,85,CABA,19,3,Branch,18.9,Medium
9452,2208000,259000,Theft,25,Cordoba,10,3,Call Center,1.7,Medium
9453,1687000,378000,Fire,43,Cordoba,18,0,Online,3.9,Medium
9454,2115000,352000,Glass,12,CABA,11,0,Online,2.1,Low
9455,2389000,364000,Theft,5,Mendoza,12,0,Broker,0.2,Medium
9456,1634000,468000,Glass,1,CABA,21,1,Broker,0.6,High
9457,2391000,333000,Fire,25,CABA,19,2,Branch,3.7,Medium
9458,2026000,239000,Flood,85,Cordoba,14,1,Online,2.7,Medium
9459,2523000,189000,Theft,3,Santa Fe,21,3,Branch,5.9,Medium
9460,1899000,413000,Fire,35,Cordoba,17,0,Broker,2.8,Medium
9461,2191000,336000,Theft,10,CABA,18,2,Online,0.2,Medium
9462,1980000,467000,Glass,120,Cordoba,23,6,Branch,2.5,Medium
9463,1952000,97000,Theft,48,Santa Fe,12,1,Call Center,0.2,Medium
9464,2129000,391000,Fire,6,CABA,3,1,Branch,6,Medium
9465,2268000,274000,Liability,34,Cordoba,4,4,Online,4.1,Low
9466,1375000,265000,Glass,31,Mendoza,23,0,Online,9.9,Medium
9467,2717000,224000,Fire,34,CABA,3,2,Online,8.4,Low
9468,1070000,390000,Fire,2,Santa Fe,19,3,Call Center,5.1,Low
9469,1658000,361000,Fire,39,Cordoba,3,2,Online,10.2,Low
9470,1953000,186000,Fire,7,CABA,12,2,Branch,0.2,Low
9471,2206000,316000,Fire,21,Cordoba,2,0,Call Center,0.7,Medium
9472,2788000,371000,Theft,2,Buenos Aires,8,2,Broker,0.2,Medium
9473,1071000,318000,Liability,19,CABA,13,3,Online,1.4,Low
9474,1746000,411000,Liability,56,CABA,23,3,Call Center,2.1,Medium
9475,937000,271000,Liability,4,Buenos Aires,3,1,Broker,3.3,Medium
9476,2016000,75000,Fire,46,Cordoba,7,1,Online,1,Medium
9477,2136000,319000,Liability,13,Mendoza,2,1,Call Center,8.4,Low
9478,2795000,318000,Liability,9,Mendoza,3,1,Online,1,High
9479,2060000,331000,Glass,1,Mendoza,7,0,Call Center,4.4,Low
9480,2522000,411000,Theft,18,Buenos Aires,9,0,Call Center,4.1,Low
9481,2292000,105000,Fire,5,Santa Fe,6,3,Online,3.5,Medium
9482,1782000,276000,Liability,67,CABA,3,2,Branch,14.6,Medium
9483,1296000,208000,Fire,6,Santa Fe,16,0,Broker,3.3,Low
9484,2138000,179000,Flood,21,CABA,9,2,Branch,4.4,Medium
9485,1254000,293000,Liability,19,Santa Fe,5,0,Call Center,5.1,Medium
9486,2648000,370000,Glass,9,Santa Fe,0,2,Call Center,4.9,Low
9487,1919000,330000,Liability,45,Buenos Aires,23,2,Call Center,6.4,High
9488,2598000,231000,Fire,4,Buenos Aires,12,2,Online,7.1,High
9489,1760000,285000,Theft,40,Santa Fe,19,2,Broker,11,Medium
9490,2134000,393000,Liability,5,CABA,9,0,Online,0.4,Medium
9491,2105000,368000,Fire,0,Cordoba,12,2,Broker,7.4,Low
9492,1977000,245000,Liability,69,Santa Fe,6,3,Broker,3,Low
9493,1784000,238000,Glass,24,Buenos Aires,12,2,Branch,2,High
9494,2196000,128000,Fire,23,CABA,10,0,Broker,0.7,Medium
9495,1537000,257000,Fire,7,Cordoba,6,2,Call Center,9.8,Medium
9496,1395000,126000,Glass,3,Santa Fe,19,2,Call Center,15.8,High
9497,2621000,507000,Fire,29,Buenos Aires,14,0,Broker,3.1,Medium
9498,2364000,214000,Fire,17,Mendoza,0,1,Broker,11.3,Medium
9499,2033000,411000,Theft,9,CABA,20,1,Broker,1.1,High
9500,2833000,482000,Liability,9,Cordoba,9,2,Call Center,7,High
9501,1866000,322000,Flood,52,Buenos Aires,6,1,Branch,6.4,High
9502,2661000,290000,Theft,52,Mendoza,20,0,Broker,1.8,High
9503,2088000,168000,Flood,7,Santa Fe,21,1,Online,2,Medium
9504,1488000,250000,Theft,37,CABA,11,5,Call Center,3.4,Medium
9505,2924000,460000,Liability,6,Cordoba,13,3,Broker,1.4,High
9506,2495000,335000,Fire,39,Buenos Aires,0,1,Branch,7.2,Medium
9507,1939000,303000,Theft,3,Santa Fe,9,3,Online,13.5,Low
9508,2364000,431000,Glass,34,Buenos Aires,5,0,Broker,6,Medium
9509,1798000,370000,Theft,19,Mendoza,17,2,Call Center,0.5,Medium
9510,2415000,285000,Fire,3,Santa Fe,21,0,Branch,3.4,Low
9511,804000,322000,Theft,22,Buenos Aires,12,1,Branch,2.4,Medium
9512,1490000,223000,Theft,5,CABA,2,5,Online,1.3,Low
9513,2490000,244000,Fire,5,CABA,4,1,Branch,2.2,High
9514,1875000,279000,Flood,14,Cordoba,13,0,Broker,0.1,Medium
9515,2104000,356000,Liability,79,CABA,2,1,Online,2,Medium
9516,1327000,175000,Theft,53,CABA,5,2,Call Center,16.3,Medium
9517,2924000,308000,Flood,42,Cordoba,16,2,Broker,6.5,Medium
9518,2595000,261000,Fire,45,Santa Fe,12,2,Branch,3.5,Medium
9519,1900000,210000,Glass,16,Buenos Aires,17,2,Call Center,8.8,Medium
9520,1798000,262000,Fire,11,Santa Fe,12,3,Branch,6.1,Medium
9521,2515000,68000,Fire,51,Buenos Aires,11,2,Broker,7.9,High
9522,2991000,224000,Theft,2,CABA,15,0,Online,14.7,Medium
9523,2477000,190000,Liability,133,Mendoza,16,3,Broker,3.5,Medium
9524,3086000,272000,Liability,19,Cordoba,2,1,Branch,6.8,High
9525,1539000,72000,Fire,18,Santa Fe,14,2,Online,5.1,Medium
9526,1590000,319000,Fire,8,Buenos Aires,16,0,Call Center,9.4,Low
9527,1406000,391000,Liability,4,Mendoza,9,2,Branch,14.7,Medium
9528,2221000,288000,Glass,27,Buenos Aires,15,2,Branch,3.8,Medium
9529,2088000,350000,Liability,10,Cordoba,0,0,Online,1.4,Low
9530,1924000,249000,Fire,8,Santa Fe,3,0,Broker,14.9,High
9531,2405000,145000,Theft,4,Cordoba,15,3,Call Center,9.9,Low
9532,2616000,300000,Liability,18,Santa Fe,8,1,Call Center,2.8,Low
9533,1237000,368000,Fire,21,Cordoba,7,0,Branch,4.6,High
9534,1702000,168000,Theft,14,Santa Fe,9,1,Online,2.5,Low
9535,2410000,253000,Theft,0,CABA,6,4,Broker,7,Medium
9536,1766000,275000,Theft,16,Santa Fe,0,1,Branch,5.4,Medium
